基金碼,年月日,基金統編,幣別,淨值(元)
T2111S 柏全球策略高 N9Z,2017/02/10,10340936Q,ZAR,10.6084
T2113A 柏瑞新興高收債 A,2017/02/10,25682798A,NTD,12.0921
T2113B 柏瑞新興高收債 B,2017/02/10,25682798B,NTD,7.8331
T2113C 柏瑞新興高收債AC,2017/02/10,25682798D,RMB,11.1207
T2113D 柏瑞新興高收債BC,2017/02/10,25682798C,RMB,9.6404
T2113E 柏瑞新興高收債N,2017/02/10,25682798E,NTD,9.997
T2113F 柏瑞新興高收債N9,2017/02/10,25682798F,NTD,10.3945
T2113G 柏瑞新興高收債NC,2017/02/10,25682798G,RMB,10.4223
T2113J 柏瑞新興高收債A$,2017/02/10,25682798I,USD,10.7643
T2113K 柏瑞新興高收債B$,2017/02/10,25682798J,USD,10.3239
T2113L 柏瑞新興高收債N$,2017/02/10,25682798K,USD,10.5422
T2113M 柏瑞新興高債N9 $,2017/02/10,25682798L,USD,10.781
T2117A 柏瑞新市企業債 A,2017/02/10,31827266A,NTD,11.5633
T2117B 柏瑞新市企業債 B,2017/02/10,31827266B,NTD,9.1368
T2117C 柏瑞新市企業債AC,2017/02/10,31827266D,RMB,10.6894
T2117D 柏瑞新市企業債BC,2017/02/10,31827266C,RMB,9.9923
T2117E 柏瑞新市企業債N,2017/02/10,31827266E,NTD,9.8726
T2117F 柏瑞新市企債N9,2017/02/10,31827266F,NTD,10.1558
T2117G 柏瑞新市企業債NC,2017/02/10,31827266G,RMB,10.3534
T2117H 柏瑞新市企債N9 C,2017/02/10,31827266H,RMB,10.2785
T2117J 柏瑞新市企業債A$,2017/02/10,31827266I,USD,10.1019
T2117K 柏瑞新市企業債B$,2017/02/10,31827266J,USD,10.0172
T2117L 柏瑞新市企業債N$,2017/02/10,31827266K,USD,10.0235
T2117M 柏瑞新市企債N9 $,2017/02/10,31827266L,USD,10.0852
T2117Q 柏瑞新市企業債NZ,2017/02/10,31827266O,ZAR,9.772
T2118A 柏瑞新亞太策債 A,2017/02/10,38495354A,NTD,11.3029
T2118B 柏瑞新亞太策債 B,2017/02/10,38495354B,NTD,9.892
T2118C 柏瑞新亞太策債AC,2017/02/10,38495354D,RMB,11.4405
T2118D 柏瑞新亞太策債BC,2017/02/10,38495354C,RMB,10.2834
T2118E 柏瑞新亞太策債N,2017/02/10,38495354E,NTD,10.0473
T2118F 柏瑞新亞策債N9,2017/02/10,38495354F,NTD,10.0846
T2118G 柏瑞新亞太策債NC,2017/02/10,38495354G,RMB,10.4982
T2118H 柏瑞新亞策債N9 C,2017/02/10,38495354H,RMB,10.7794
T2118J 柏瑞新亞太策債A$,2017/02/10,38495354I,USD,10.6544
T2118K 柏瑞新亞太策債B$,2017/02/10,38495354J,USD,10.1864
T2118L 柏瑞新亞太策債N$,2017/02/10,38495354K,USD,9.9504
T2118M 柏瑞新亞策債N9 $,2017/02/10,38495354L,USD,10.1486
T2118S 柏瑞新亞太策債Ns,2017/02/10,38495354Q,NTD,10.0559
T2122A 柏瑞亞太高收債A,2017/02/10,42329391A,NTD,10.8551
T2122B 柏瑞亞太高收債B,2017/02/10,42329391B,NTD,10.1318
T2122C 柏瑞亞太高收債N,2017/02/10,42329391C,NTD,10.1318
T2122D 柏瑞亞太高收債AC,2017/02/10,42329391D,RMB,11.6519
T2122E 柏瑞亞太高收債BC,2017/02/10,42329391E,RMB,10.746
T2122F 柏瑞亞太高收債NC,2017/02/10,42329391F,RMB,10.7459
T2122G 柏瑞亞太高收債A$,2017/02/10,42329391G,USD,11.1955
T2122H 柏瑞亞太高收債B$,2017/02/10,42329391H,USD,10.459
T2122J 柏瑞亞太高收債N$,2017/02/10,42329391I,USD,10.459
T2122K 柏瑞亞太高收債N9,2017/02/10,42329391J,NTD,10.5625
T2122L 柏瑞亞太高收N9 C,2017/02/10,42329391K,RMB,10.8477
T2122M 柏瑞亞太高收N9 $,2017/02/10,42329391L,USD,10.816
T2211Y 復華全球債券,2017/02/10,14916692,NTD,13.5785
T2263Y 復華全球短期收益,2017/02/10,25590496A,NTD,11.3107
T2274Y 復華新興短期收益,2017/02/10,26305800,NTD,10.81
T2275A 復華新興高收債 A,2017/02/10,26305816A,NTD,9.71
T2275B 復華新興高收債 B,2017/02/10,26305816B,NTD,6.39
T2275C 復華新興高收債BZ,2017/02/10,26305816C,ZAR,14
T2275D 復華新興高收債BC,2017/02/10,26305816D,RMB,13.24
T2280A 復華南非幣短收 A,2017/02/10,31901878A,ZAR,12.29
T2280B 復華南非幣短收 B,2017/02/10,31901878B,ZAR,9.19
T2281A 復華南非幣長收 A,2017/02/10,31901899A,ZAR,11.86
T2281B 復華南非幣長收 B,2017/02/10,31901899B,ZAR,8.41
T2285A 復華新興人民債 A,2017/02/10,31939229A,RMB,11.2
T2285B 復華新興人民債 B,2017/02/10,31939229B,RMB,9.22
T2288Y 復華新興人民幣短,2017/02/10,38524294,NTD,9.91
T2540A 永豐中高收 A-CNY,2017/02/10,31842338B,RMB,2.4716
T2540B 永豐中高收 B-CNY,2017/02/10,31842338C,RMB,2.0404
T2540C 永豐中國高收債 B,2017/02/10,31842338D,NTD,9.3621
T2540Y 永豐中高收益債 A,2017/02/10,31842338A,NTD,11.0105
T2541A 永豐新興企業債 A,2017/02/10,31909604A,NTD,10.5342
T2541B 永豐新興企業債 B,2017/02/10,31909604B,NTD,8.4908
T2541C 永豐新興企業債AC,2017/02/10,31909604C,RMB,2.3253
T2541D 永豐新興企業債BC,2017/02/10,31909604D,RMB,2.3018
T2553A 永豐人幣債券 A,2017/02/10,42267705A,NTD,9.0599
T2553B 永豐人幣債券 B,2017/02/10,42267705B,NTD,8.4623
T2553C 永豐人幣債券AC,2017/02/10,42267705C,RMB,10.3893
T2553D 永豐人幣債券BC,2017/02/10,42267705D,RMB,9.7419
T2621A 中信全新市策債 A,2017/02/10,31996797A,NTD,10.2431
T2621B 中信全新市策債 B,2017/02/10,31996797B,NTD,8.3414
T2643A 中信全球短高債A,2017/02/10,42458697A,NTD,9.9233
T2643B 中信全球短高債B,2017/02/10,42458697B,NTD,9.9233
T2643C 中信全球短高債A$,2017/02/10,42458697C,USD,10.0726
T2643D 中信全球短高債B$,2017/02/10,42458697D,USD,10.0661
T2724A 宏利亞太入A,2017/02/10,25630146A,NTD,11.8524
T2724B 宏利亞太入B,2017/02/10,25630146B,NTD,9.1975
T2724C 宏利亞太入C,2017/02/10,25630146C,NTD,11.3986
T2724D 宏利亞太入A CNY,2017/02/10,25630146D,RMB,2.68
T2724E 宏利亞太入C CNY,2017/02/10,25630146E,RMB,2.5144
T2727A 宏利新興市場高-A,2017/02/10,26258187A,NTD,12.2475
T2727B 宏利新興市場高-B,2017/02/10,26258187B,NTD,8.0991
T2727C 宏利新興高收債-C,2017/02/10,26258187C,NTD,10.184
T2727D 宏利新興市場高AC,2017/02/10,26258187D,RMB,2.605
T2727E 宏利新興高收債CC,2017/02/10,26258187E,RMB,2.1874
T2727F 宏利新興市場高AA,2017/02/10,26258187F,AUD,0.9324
T2727G 宏利新興高收債CA,2017/02/10,26258187G,AUD,0.386
T2727H 宏利新興市場高A$,2017/02/10,26258187H,USD,0.3899
T2727J 宏利新興高收債C$,2017/02/10,26258187I,USD,0.3233
T2729A 宏利中高債A-USD,2017/02/10,26325600A,USD,11.7611
T2729B 宏利中高債B-USD,2017/02/10,26325600B,USD,9.7353
T2729C 宏利中高債A-CNY,2017/02/10,26325600C,RMB,80.1826
T2729D 宏利中高債 B-CNY,2017/02/10,26325600D,RMB,66.8266
T2730A 宏利中離債 A,2017/02/10,26389097A,NTD,10.4281
T2730B 宏利中離債 B,2017/02/10,26389097B,NTD,9.0481
T2730C 宏利中離債 A-CNY,2017/02/10,26389097C,RMB,2.4497
T2730D 宏利中離債 B-CNY,2017/02/10,26389097D,RMB,2.166
T2733A 宏利東方明珠-CNY,2017/02/10,31893103B,RMB,71.4445
T2733Y 宏利東方明珠-USD,2017/02/10,31893103A,USD,10.4854
T2763A 宏利美元高收債 A,2017/02/10,42267986A,NTD,10.1759
T2763B 宏利美元高收債 B,2017/02/10,42267986B,NTD,9.2404
T2763C 宏利美元高債AC H,2017/02/10,42267986C,RMB,10.4029
T2763D 宏利美元高收債BC,2017/02/10,42267986D,RMB,9.4931
T2763E 宏利美元高收債A$,2017/02/10,42267986E,USD,10.1673
T2763F 宏利美元高收債B$,2017/02/10,42267986F,USD,9.1465
T2763G 宏利美元高債BA H,2017/02/10,42267986G,AUD,9.2227
T3113A 貝萊德亞高收債A,2017/02/10,42320125A,NTD,10.7985
T3113B 貝萊德亞高收債B,2017/02/10,42320125B,NTD,10.0131
T3113C 貝萊德亞高收債BC,2017/02/10,42320125C,RMB,11.3558
T3113D 貝萊德亞高收債B$,2017/02/10,42320125D,USD,10.5629
T3249A 野村全球美元債 A,2017/02/10,25624144A,NTD,11.1195
T3249B 野村全球美元債 B,2017/02/10,25624144B,NTD,8.4277
T3249E 野村全球美元債AC,2017/02/10,25624144C,RMB,11.1858
T3249F 野村全球美元債BC,2017/02/10,25624144D,RMB,10.4349
T3256A 野村亞太複合債 A,2017/02/10,26310557A,NTD,13.2277
T3256B 野村亞太複合債 B,2017/02/10,26310557B,NTD,9.5332
T3256E 野村亞太複合債AC,2017/02/10,26310557C,RMB,11.7278
T3256F 野村亞太複合債BC,2017/02/10,26310557D,RMB,9.8895
T3259A 野村環高債 A,2017/02/10,38480612A,NTD,10.2155
T3259B 野村環高債 B,2017/02/10,38480612B,NTD,8.3338
T3259C 野村環高債A$,2017/02/10,38480612C,USD,9.9573
T3259D 野村環高債B$,2017/02/10,38480612D,USD,8.1461
T3259E 野村環高債AC,2017/02/10,38480612E,RMB,10.6993
T3259F 野村環高債BC,2017/02/10,38480612F,RMB,8.8141
T3287A 野村美利高收債A,2017/02/10,42313341A,NTD,10.9465
T3287B 野村美利高收債B,2017/02/10,42313341B,NTD,10.2935
T3287D 野村美利高收債B$,2017/02/10,42313341C,USD,10.4817
T3287F 野村美利高收債BC,2017/02/10,42313341D,RMB,10.7097
T3294C 野村全球短收益 $,2017/02/10,42382347B,USD,10.0863
T3294Y 野村全球短收益,2017/02/10,42382347A,NTD,10.1872
T3322A 聯邦囍新興亞債 A,2017/02/10,31887600A,NTD,11.3844
T3322B 聯邦囍新興亞債 B,2017/02/10,31887600B,NTD,9.4563
T3322C 聯邦囍新興亞債AC,2017/02/10,31887600C,RMB,11.418
T3322D 聯邦囍新興亞債BC,2017/02/10,31887600D,RMB,10.8375
T3326A 聯邦新興資源債 A,2017/02/10,31998423A,NTD,10.8997
T3326B 聯邦新興資源債 B,2017/02/10,31998423B,NTD,9.0549
T3335A 聯邦永騰亞高債A,2017/02/10,42386420A,NTD,10.3235
T3335B 聯邦永騰亞高債B,2017/02/10,42386420B,NTD,9.917
T3335C 聯邦永騰亞高債AC,2017/02/10,42386420C,RMB,11.3469
T3335D 聯邦永騰亞高債BC,2017/02/10,42386420D,RMB,10.9114
T3335E 聯邦永騰亞高債A$,2017/02/10,42386420E,USD,10.7601
T3335F 聯邦永騰亞高債B$,2017/02/10,42386420F,USD,10.337
T3516B 未來資亞高收債 B,2017/02/10,26299194B,NTD,10.599
T3516Y 未來亞洲高收債 A,2017/02/10,26299194A,NTD,12.1582
T3520A 未來資產新興債 A,2017/02/10,31939614A,NTD,9.1783
T3520B 未來資產新興債 B,2017/02/10,31939614B,NTD,7.6774
T3607B 安聯全球債 B,2017/02/10,98669250B,NTD,10.9342
T3607Y 安聯全球債 A,2017/02/10,98669250A,NTD,12.2103
T3732A 國泰新興高收債 A,2017/02/10,26331835A,NTD,10.6755
T3732B 國泰新興高收債 B,2017/02/10,26331835B,NTD,7.5387
T3732C 國泰新興高收債A$,2017/02/10,26331835C,USD,0.3368
T3732D 國泰新興高收債B$,2017/02/10,26331835D,USD,0.2437
T3732E 國泰新興高收債AC,2017/02/10,26331835E,RMB,2.2418
T3732F 國泰新興高收債BC,2017/02/10,26331835F,RMB,1.6099
T3732G 國泰新興高收債I$,2017/02/10,26331835G,USD,0.3541
T3737A 國泰策略高收債 A,2017/02/10,31913488A,NTD,10.7198
T3737B 國泰策略高收債 B,2017/02/10,31913488B,NTD,8.388
T3737C 國泰策略高收債A$,2017/02/10,31913488C,USD,0.3448
T3737D 國泰策略高收債B$,2017/02/10,31913488D,USD,0.2701
T3741U 國泰中國新債USDA,2017/02/10,38482914B,USD,0.3269
T3741Y 國泰中國新興債券,2017/02/10,38482914A,NTD,10.0177
T3768A 國泰中國高收債A,2017/02/10,42313481A,NTD,9.9224
T3768B 國泰中國高收債B,2017/02/10,42313481B,NTD,9.1993
T3768C 國泰中國高收債A$,2017/02/10,42313481C,USD,0.3186
T3768D 國泰中國高收債AC,2017/02/10,42313481D,RMB,2.2178
T3806A 富達亞洲總報酬A,2017/02/10,42439952A,NTD,10.0815
T3806B 富達亞洲總報酬B,2017/02/10,42439952B,NTD,10.0305
T3806C 富達亞洲總報酬A$,2017/02/10,42439952C,USD,10.1243
T3806D 富達亞洲總報酬B$,2017/02/10,42439952D,USD,10.0828
T3806E 富達亞洲總報酬AC,2017/02/10,42439952E,RMB,10.1586
T3806F 富達亞洲總報酬BC,2017/02/10,42439952F,RMB,10.0461
T4012A 德銀亞洲債 A,2017/02/10,26300262A,NTD,13.1908
T4012B 德銀亞洲債 B,2017/02/10,26300262B,NTD,9.0278
T4012C 德銀亞洲債 A$,2017/02/10,26300262C,USD,11.1687
T4012D 德銀亞洲債 B$,2017/02/10,26300262D,USD,11.87
T4012E 德銀亞洲高收債AC,2017/02/10,26300262E,RMB,14.883
T4012F 德銀亞洲高收債BC,2017/02/10,26300262F,RMB,11.6113
T4121A 凱基新興亞洲債 A,2017/02/10,31977320A,NTD,10.3037
T4121B 凱基新興亞洲債 B,2017/02/10,31977320B,NTD,8.6943
T4214A 施羅德全球策略 A,2017/02/10,26265912A,NTD,10.5936
T4214B 施羅德全球策略 B,2017/02/10,26265912B,NTD,6.8422
T4214C 施羅德全球策略BC,2017/02/10,26265912C,RMB,11.4325
T4216A 施羅德中高 A,2017/02/10,31825598A,NTD,11.7669
T4216B 施羅德中高 B,2017/02/10,31825598B,NTD,9.1897
T4216C 施羅德中高 A-USD,2017/02/10,31825598C,USD,0.3889
T4216D 施羅德中高 B-USD,2017/02/10,31825598D,USD,0.3137
T4216E 施羅德中高 A-CNY,2017/02/10,31825598E,RMB,2.718
T4216F 施羅德中高 B-CNY,2017/02/10,31825598F,RMB,2.1609
T4218A 施羅德中國債券A$,2017/02/10,31999979A,USD,10.4951
T4218B 施羅德中國債券B$,2017/02/10,31999979B,USD,9.1673
T4218C 施羅德中國債券AC,2017/02/10,31999979C,RMB,11.973
T4218D 施羅德中國債券BC,2017/02/10,31999979D,RMB,10.4772
T4219A 施羅德四年主權B,2017/02/10,42440509A,NTD,10.105
T4219B 施羅德四年主權A$,2017/02/10,42440509B,USD,10.1592
T4219C 施羅德四年主權B$,2017/02/10,42440509C,USD,10.0723
T4322A 華頓全球高收益 A,2017/02/10,25652470A,NTD,13.3902
T4322B 華頓全球高收益 B,2017/02/10,25652470B,NTD,9.1506
T4325A 華頓新興亞太債 A,2017/02/10,31828693A,NTD,10.7079
T4325B 華頓新興亞太債 B,2017/02/10,31828693B,NTD,8.7008
T4512A 富蘭全高收債A,2017/02/10,31836244A,NTD,10.6077
T4512B 富蘭全高收債B,2017/02/10,31836244B,NTD,8.1682
T4512C 富蘭全高收債A$,2017/02/10,31836244C,USD,9.8497
T4512D 富蘭全高收債B$,2017/02/10,31836244D,USD,8.1155
T4512E 富蘭全高收債AA,2017/02/10,31836244E,AUD,10.0981
T4512F 富蘭全高收債BA,2017/02/10,31836244F,AUD,8.1457
T4512G 富蘭全高收債AC,2017/02/10,31836244G,RMB,10.4256
T4512H 富蘭全高收債BC,2017/02/10,31836244H,RMB,9.0448
T4512J 富蘭全高收債AZ,2017/02/10,31836244I,ZAR,11.9107
T4512K 富蘭全高收債BZ,2017/02/10,31836244J,ZAR,10.8917
T4514A 富蘭全球投資債 A,2017/02/10,31920832A,NTD,9.3289
T4514B 富蘭全球投資債 B,2017/02/10,31920832B,NTD,8.312
T4514C 富蘭全球投資債A$,2017/02/10,31920832C,USD,9.5518
T4514D 富蘭全球投資債B$,2017/02/10,31920832D,USD,9.4008
T4516A 富蘭克林中高債 C,2017/02/10,38547418B,RMB,10.1247
T4516B 富蘭克林中高債 $,2017/02/10,38547418C,USD,9.4437
T4516Y 富蘭克林中國高收,2017/02/10,38547418A,NTD,9.2679
T4732Y 台新亞美短債,2017/02/10,48870809,NTD,10.9281
T4744A 台新亞澳高收債 A,2017/02/10,31829551A,NTD,12.2356
T4744B 台新亞澳高收債 B,2017/02/10,31829551B,NTD,9.6184
T4744C 台新亞澳高收債A$,2017/02/10,31829551C,USD,0.3944
T4744D 台新亞澳高收債B$,2017/02/10,31829551D,USD,0.3147
T4748A 台新新興市場債 A,2017/02/10,31969530A,NTD,10.7709
T4748B 台新新興市場債 B,2017/02/10,31969530B,NTD,8.7645
T4748C 台新新興市場債A$,2017/02/10,31969530C,USD,0.3458
T4748D 台新新興市場債B$,2017/02/10,31969530D,USD,0.2823
T4804A 合庫全球高收債 A,2017/02/10,31890485A,NTD,11.1974
T4804B 合庫全球高收債 B,2017/02/10,31890485B,NTD,8.8947
T4804C 合庫全球高收債A$,2017/02/10,31890485C,USD,10.4868
T4804D 合庫全球高收債B$,2017/02/10,31890485D,USD,9.4653
T4804E 合庫全球高收債AA,2017/02/10,31890485E,AUD,11.2966
T4804F 合庫全球高收債BA,2017/02/10,31890485F,AUD,9.8215
T4804G 合庫全球高收債AC,2017/02/10,31890485G,RMB,11.3775
T4804H 合庫全球高收債BC,2017/02/10,31890485H,RMB,9.9859
T4804J 合庫全球高收債C$,2017/02/10,31890485I,USD,9.9301
T0117A 兆豐國際新高債 A,2017/02/03,31923107A,NTD,9.9698
T0117B 兆豐國際新高債 B,2017/02/03,31923107B,NTD,8.3865
T0332A 第一金全球高收 A,2017/02/03,25593418A,NTD,14.7191
T0332B 第一金全球高收 B,2017/02/03,25593418B,NTD,9.6314
T0332C 第一金全球高收A$,2017/02/03,25593418C,USD,9.5794
T0332D 第一金全球高收B$,2017/02/03,25593418D,USD,8.3542
T0332E 第一金全球高收AC,2017/02/03,25593418E,RMB,10.5044
T0332F 第一金全球高收BC,2017/02/03,25593418F,RMB,10.2727
T0345A 第一金中高債Aa,2017/02/03,42334486A,NTD,9.2671
T0345B 第一金中高債Bb,2017/02/03,42334486B,NTD,8.8515
T0345C 第一金中高債AaC,2017/02/03,42334486C,RMB,10.2503
T0345D 第一金中高債BbC,2017/02/03,42334486D,RMB,9.8138
T0440A 匯豐資源豐富國-A,2017/02/03,25695077A,NTD,9.0351
T0440B 匯豐資源豐富國-B,2017/02/03,25695077B,NTD,5.8975
T0443A 匯豐亞洲高收債A,2017/02/03,26286281A,NTD,11.8094
T0443B 匯豐亞洲高收債B,2017/02/03,26286281B,NTD,8.7562
T0443C 匯豐亞洲高收債AC,2017/02/03,26286281C,RMB,2.5549
T0443D 匯豐亞洲高收債BC,2017/02/03,26286281D,RMB,2.4442
T0443E 匯豐亞洲高收債A$,2017/02/03,26286281E,USD,0.3764
T0443F 匯豐亞洲高收債B$,2017/02/03,26286281F,USD,0.3585
T0449A 匯豐中高收A-CNY,2017/02/03,26396604B,RMB,2.3215
T0449B 匯豐中高收B-CNY,2017/02/03,26396604C,RMB,2.0309
T0449C 匯豐中高收B,2017/02/03,26396604D,NTD,9.9249
T0449D 匯豐中高收A$,2017/02/03,26396604E,USD,0.3407
T0449E 匯豐中高收B$,2017/02/03,26396604F,USD,0.301
T0449Y 匯豐中高收A,2017/02/03,26396604A,NTD,11.3693
T0539A 元大全球滿意 A,2017/02/03,48849362A,NTD,10.86
T0539B 元大全球滿意 B,2017/02/03,48849362B,NTD,7.51
T0566Y 元大中國高收點心,2017/02/03,26394367,NTD,10.8073
T0594A 元大中國機會債券,2017/02/03,38546950A,NTD,9.7628
T0594B 元大中國機債 A C,2017/02/03,38546950B,RMB,10.4054
T0594C 元大中國機債 B C,2017/02/03,38546950C,RMB,9.8924
T0598A 元大新興印尼債A,2017/02/03,42321314A,NTD,10.8691
T0598B 元大新興印尼債B,2017/02/03,42321314B,NTD,10.3121
T0598C 元大新興印尼債B$,2017/02/03,42321314C,USD,10.8756
T0598D 元大新興印尼債BC,2017/02/03,42321314D,RMB,11.5748
T0599A 元大美元公司債A,2017/02/03,42381749A,NTD,9.505
T0599B 元大美元公司債B,2017/02/03,42381749B,NTD,9.288
T0599C 元大美元公司債A$,2017/02/03,42381749C,USD,10.1064
T0599D 元大美元公司債B$,2017/02/03,42381749D,USD,9.7862
T0612A 景順人幣新亞息 A,2017/02/03,38522556A,NTD,10.3138
T0612B 景順人幣新亞息 B,2017/02/03,38522556B,NTD,8.9228
T0612C 景順人幣新亞息A$,2017/02/03,38522556C,USD,10.1463
T0612D 景順人幣新亞息B$,2017/02/03,38522556D,USD,8.785
T0612E 景順人幣新亞息AC,2017/02/03,38522556E,RMB,11.1297
T0612F 景順人幣新亞息BC,2017/02/03,38522556F,RMB,9.6542
T0737A 瀚亞全球高收債 A,2017/02/03,26257384A,NTD,12.2669
T0737B 瀚亞全球高收債 B,2017/02/03,26257384B,NTD,8.6453
T0737C 瀚亞全球高收債 C,2017/02/03,26257384C,NTD,9.8596
T0737D 瀚亞全球高收債A$,2017/02/03,26257384D,USD,10.112
T0737E 瀚亞全球高收債B$,2017/02/03,26257384E,USD,8.5728
T0737F 瀚亞全球高收債AA,2017/02/03,26257384F,AUD,9.8259
T0737G 瀚亞全球高收債BA,2017/02/03,26257384G,AUD,7.7672
T0737H 瀚亞全球高收債AC,2017/02/03,26257384H,RMB,10.1138
T0737J 瀚亞全球高收債BC,2017/02/03,26257384I,RMB,8.2369
T0746A 瀚亞南非債A-RAND,2017/02/03,31999540A,ZAR,11.7486
T0746B 瀚亞南非債B-RAND,2017/02/03,31999540B,ZAR,9.2897
T0811Y 保德信瑞騰,2017/02/03,20089122,NTD,15.4425
T0840A 保德信亞新興債 A,2017/02/03,26320990A,NTD,11.4366
T0840B 保德信亞新興債 B,2017/02/03,26320990B,NTD,9.2431
T0860A 保德信新企業債 A,2017/02/03,31968075A,NTD,10.8547
T0860B 保德信新企業債 B,2017/02/03,31968075B,NTD,8.8791
T0928A 統一新興企業債 A,2017/02/03,31980155A,NTD,10.5236
T0928B 統一新興企業債 B,2017/02/03,31980155B,NTD,8.9748
T0932A 統一中國高收債A,2017/02/03,42326710A,NTD,10.4918
T0932B 統一中國高收債B,2017/02/03,42326710B,NTD,9.7723
T0932C 統一中國高收債A$,2017/02/03,42326710C,USD,10.6235
T0932D 統一中國高收債B$,2017/02/03,42326710D,USD,9.9077
T0932E 統一中國高收債AC,2017/02/03,42326710E,RMB,11.378
T0932F 統一中國高收債BC,2017/02/03,42326710F,RMB,10.513
T1034A 富邦全球投資 A,2017/02/03,26275812A,NTD,10.7583
T1034B 富邦全球投資 B,2017/02/03,26275812B,NTD,9.5546
T1034C 富邦全球投資 A$,2017/02/03,26275812C,USD,0.3386
T1034D 富邦全球投資 B$,2017/02/03,26275812D,USD,0.3015
T1039A 富邦策略高收債A,2017/02/03,31826230A,NTD,12.2405
T1039B 富邦策略高收債B,2017/02/03,31826230B,NTD,10.0824
T1039C 富邦策略高收債C,2017/02/03,31826230C,NTD,9.6802
T1041A 富邦中高債 A-CNY,2017/02/03,31946426A,RMB,12.7168
T1041B 富邦中高債 B-CNY,2017/02/03,31946426B,RMB,10.2643
T1041C 富邦中高債 A-USD,2017/02/03,31946426C,USD,1.9037
T1041D 富邦中高債 B-USD,2017/02/03,31946426D,USD,1.5785
T1042A 富邦中優債 A-CNY,2017/02/03,31946404A,RMB,11.2207
T1042B 富邦中優債 B-CNY,2017/02/03,31946404B,RMB,10.1708
T1042C 富邦中優債 A-USD,2017/02/03,31946404C,USD,1.6461
T1042D 富邦中優債 B-USD,2017/02/03,31946404D,USD,1.5107
T1139A 摩根新市高收 A,2017/02/03,26297196A,NTD,10.697
T1139B 摩根新市高收 B,2017/02/03,26297196B,NTD,8.1595
T1140A 摩根亞洲高收債 A,2017/02/03,26376229A,NTD,12.556
T1140B 摩根亞洲高收債 B,2017/02/03,26376229B,NTD,9.3966
T1140C 摩根亞洲高債B$,2017/02/03,26376229C,USD,9.4577
T1140E 摩根亞洲高收債BC,2017/02/03,26376229D,RMB,10.4604
T1141A 摩根新興龍虎債 A,2017/02/03,31892738A,NTD,10.6771
T1141B 摩根新興龍虎債 B,2017/02/03,31892738B,NTD,8.9181
T1233A 華南人民幣高收 A,2017/02/03,31972492A,NTD,10.0373
T1233B 華南人民幣高收 B,2017/02/03,31972492B,NTD,8.4229
T1233C 華南人民幣高收AC,2017/02/03,31972492C,RMB,10.7836
T1233D 華南人民幣高收BC,2017/02/03,31972492D,RMB,9.0865
T1434A 新光全球債券A,2017/02/03,42443463A,NTD,9.7832
T1434B 新光全球債券B,2017/02/03,42443463B,NTD,9.7832
T1434C 新光全球債券A$,2017/02/03,42443463C,USD,9.9569
T1434D 新光全球債券B$,2017/02/03,42443463D,USD,9.9524
T1503A 瑞銀亞洲高收債 A,2017/02/03,26289695A,NTD,14.009
T1503B 瑞銀亞洲高收債 B,2017/02/03,26289695B,NTD,9.5095
T1626A 群益亞新投資債 A,2017/02/03,31816633A,NTD,9.7259
T1626B 群益亞新投資債 B,2017/02/03,31816633B,NTD,7.9684
T1628A 群益全球新興債 A,2017/02/03,31892569A,NTD,10.0439
T1628B 群益全球新興債 B,2017/02/03,31892569B,NTD,7.8873
T1654A 群益中國高收債,2017/02/03,38621459A,NTD,10.0531
T1654B 群益中國高收債$,2017/02/03,38621459B,USD,10.2384
T1654C 群益中國高收債C,2017/02/03,38621459C,RMB,10.9329
T1711Y 德信萬瑞,2017/02/03,99636428,NTD,10.9606
T1809A 聯博新市企業債A2,2017/02/03,31936709A,NTD,10.4344
T1809B 聯博新市企業債AA,2017/02/03,31936709B,NTD,8.3382
T1809D 聯博新企業債 AA$,2017/02/03,31936709D,USD,14.6863
T1814A 聯博全球高收債T2,2017/02/03,38654486A,NTD,10.28
T1814B 聯博全球高收債TA,2017/02/03,38654486B,NTD,8.99
T1814C 聯博全球高收債A$,2017/02/03,38654486C,USD,13.69
T1814D 聯博全球高收債AC,2017/02/03,38654486D,RMB,13.91
T1814E 聯博全球高收債AA,2017/02/03,38654486E,AUD,13.45
T1814F 聯博全球高收債AZ,2017/02/03,38654486F,ZAR,14.26
T2038A 日盛亞洲高收債 A,2017/02/03,31827147A,NTD,12.8244
T2038B 日盛亞洲高收債 B,2017/02/03,31827147B,NTD,9.7564
T2038C 日盛亞洲高收債AC,2017/02/03,31827147C,RMB,2.5033
T2038D 日盛亞洲高收債BC,2017/02/03,31827147D,RMB,1.9244
T2038E 日盛亞洲高收債A$,2017/02/03,31827147E,USD,0.3868
T2038F 日盛亞洲高收債B$,2017/02/03,31827147F,USD,0.2991
T2040A 日盛全球新興債 A,2017/02/03,31967890A,NTD,10.8828
T2040B 日盛全球新興債 B,2017/02/03,31967890B,NTD,9.1484
T2045A 日盛中國高收債A,2017/02/03,38648871A,NTD,10.6177
T2045B 日盛中國高收債B,2017/02/03,38648871B,NTD,9.7361
T2045C 日盛中國高收債AC,2017/02/03,38648871C,RMB,11.8617
T2045D 日盛中國高收債BC,2017/02/03,38648871D,RMB,10.858
T2045E 日盛中國高收債A$,2017/02/03,38648871E,USD,11.7797
T2045F 日盛中國高收債B$,2017/02/03,38648871F,USD,10.8625
T2108A 柏瑞美國雙核收 A,2017/02/03,48873398A,NTD,11.6444
