基金碼,年月日,基金統編,幣別,淨值(元)
T0334Y 第一金中國世紀,2017/05/05,25620512A,NTD,9.72
T0335Y 第一金亞洲新興市,2017/05/05,25652648,NTD,11.95
T0336Y 第一金創新,2017/05/05,26202396,NTD,17.69
T0346A 第一AI機器人Aa,2017/05/05,42399017A,NTD,11.47
T0346B 第一AI機器人Aa$,2017/05/05,42399017B,USD,12.4127
T0347A 第一AI FTech A,2017/05/05,42455621A,NTD,10.36
T0347B 第一AI FTech A$,2017/05/05,42455621B,USD,11.0274
T0406Y 匯豐成功,2017/05/05,76941376,NTD,34.33
T0408Y 匯豐龍鳳A,2017/05/05,01031298A,NTD,45.34
T0410Y 匯豐龍騰電子,2017/05/05,92017794,NTD,32.48
T0414Y 匯豐中小,2017/05/05,97995664,NTD,9.59
T0415Y 匯豐台灣精典,2017/05/05,73987671,NTD,21.23
T0417Y 匯豐太平洋精典,2017/05/05,18031954,NTD,15.58
T0425Y 匯豐金磚動力,2017/05/05,48686374,NTD,12.13
T0428Y 匯豐新鑽動力,2017/05/05,48784327,NTD,9.69
T0431Y 匯豐全球關鍵資源,2017/05/05,48925001,NTD,7.07
T0436A 匯豐中國動力 CNY,2017/05/05,25500903B,RMB,3.16
T0436B 匯豐中國動力 USD,2017/05/05,25500903C,USD,0.46
T0436Y 匯豐中國動力,2017/05/05,25500903A,NTD,13.8
T0439Y 匯豐黃金及礦業股,2017/05/05,25651866,NTD,4.75
T0447Y 匯豐拉丁美洲,2017/05/05,26335699,NTD,7.1
T0453A 匯豐中國 A股聚 C,2017/05/05,38482745B,RMB,2.7185
T0453B 匯豐中國 A股聚 $,2017/05/05,38482745C,USD,0.394
T0453Y 匯豐中國 A股匯聚,2017/05/05,38482745A,NTD,11.891
T0475A 匯豐中國科技精選,2017/05/05,42325064A,NTD,9.3
T0475B 匯豐中國科技選 C,2017/05/05,42325064B,RMB,11.04
T0475C 匯豐中國科技選 $,2017/05/05,42325064C,USD,10.19
T0502Y 元多福,2017/05/05,01032058,NTD,52.49
T0503Y 元大多多基金,2017/05/05,92001765,NTD,17.91
T0504Y 元卓越,2017/05/05,92026219,NTD,44.1
T0506Y 元店頭,2017/05/05,20080023,NTD,7.5
T0508Y 元高科,2017/05/05,81584335,NTD,13.75
T0509Y 元大經貿基金,2017/05/05,83863951,NTD,30.11
T0513Y 新主流,2017/05/05,17139204,NTD,20.12
T0516Y 元大巴菲特基金,2017/05/05,18036281,NTD,25.14
T0537Y 元大亞太成長基金,2017/05/05,48708243,NTD,8.67
T0538Y 元大泛歐成長基金,2017/05/05,48753324,NTD,8.99
T0546A 元大全球公用能 A,2017/05/05,48952816A,NTD,8.17
T0546B 元大全球公用能 B,2017/05/05,48952816B,NTD,6.33
T0553Y 元大全球農業商機,2017/05/05,10348058,NTD,15.35
T0556A 元大新中國 $,2017/05/05,25520400B,USD,8.688
T0556B 元大新中國 C,2017/05/05,25520400C,RMB,9.29
T0556Y 元大新中國基金,2017/05/05,25520400A,NTD,8.47
T0557Y 元大印度基金,2017/05/05,25622390,NTD,11.26
T0558Y 元大新興亞洲,2017/05/05,25643156,NTD,10.21
T0560Y 元大華夏中小,2017/05/05,26206323,NTD,7.1
T0567Y 元2001,2017/05/05,00974066,NTD,57.65
T0568Y 元大績效基金,2017/05/05,92004566,NTD,40.58
T0572Y 元大精準中小基金,2017/05/05,14542287,NTD,19
T0589Y 元大新興市場 ESG,2017/05/05,26326707,NTD,11.12
T0596A 元大大中華 TMT,2017/05/05,38639090A,NTD,9.78
T0596B 元大大中華 TMT C,2017/05/05,38639090B,RMB,11.25
T0597A 元大全股票入息A,2017/05/05,42307684A,NTD,9.74
T0597B 元大全股票入息B,2017/05/05,42307684B,NTD,9.18
T0597C 元大全股票入息B$,2017/05/05,42307684C,USD,9.436
T0601Y 景順潛力,2017/05/05,92019786,NTD,33.09
T0603Y 景順全球科技,2017/05/05,97993482,NTD,17.06
T0605Y 景順台灣科技,2017/05/05,73989256,NTD,31.76
T0606Y 景順主流,2017/05/05,17140568,NTD,17.91
T0609Y 景順全球康健,2017/05/05,14687516,NTD,16.39
T0704Y 瀚亞高科技,2017/05/05,92003102,NTD,49.09
T0705Y 瀚亞外銷,2017/05/05,92012572,NTD,31.54
T0708Y 瀚亞菁華,2017/05/05,97990696,NTD,17.06
T0711Y 瀚亞中小型股,2017/05/05,81595924,NTD,16.82
T0715Y 瀚亞電通網,2017/05/05,17603899,NTD,12.42
T0716Y 瀚亞歐洲,2017/05/05,17611814,NTD,11.03
T0718Y 瀚亞美國高科技,2017/05/05,14692623,NTD,20.44
T0723A 瀚亞印度 USD,2017/05/05,21704130B,USD,12.38
T0723B 瀚亞印度 CNY,2017/05/05,21704130C,RMB,13.2
T0723Y 瀚亞印度,2017/05/05,21704130A,NTD,26.9
T0727B 瀚亞亞太高股息 B,2017/05/05,48733897B,NTD,9.16
T0727C 瀚亞亞太高股息A$,2017/05/05,48733897C,USD,10.27
T0727D 瀚亞亞太高股息B$,2017/05/05,48733897D,USD,9.37
T0727E 瀚亞亞太高股息AC,2017/05/05,48733897E,RMB,11.54
T0727F 瀚亞亞太高股息BC,2017/05/05,48733897F,RMB,9.98
T0727Y 瀚亞亞太高股息 A,2017/05/05,48733897A,NTD,14.23
T0732Y 瀚亞亞太基礎建設,2017/05/05,48885958,NTD,10.56
T0733Y 瀚亞全球綠色金脈,2017/05/05,10310200,NTD,14.8
T0735B 瀚亞非洲B-RAND,2017/05/05,10357632B,ZAR,10.7
T0735Y 瀚亞非洲 A,2017/05/05,10357632A,NTD,18.09
T0736Y 瀚亞巴西,2017/05/05,25633559,NTD,4.59
T0739A 瀚亞中國 A股C,2017/05/05,26384902B,RMB,11.71
T0739Y 瀚亞中國 A股,2017/05/05,26384902A,NTD,12.02
T0751A 瀚亞全球策收股A,2017/05/05,42443772A,NTD,10.25
T0751B 瀚亞全球策收股B,2017/05/05,42443772B,NTD,10.1
T0751C 瀚亞全球策收股A$,2017/05/05,42443772C,USD,10.76
T0751D 瀚亞全球策收股B$,2017/05/05,42443772D,USD,10.6
T0751E 瀚亞全球策收股AC,2017/05/05,42443772E,RMB,11.09
T0751F 瀚亞全球策收股BC,2017/05/05,42443772F,RMB,10.89
T0802Y 保德信高成長Aa,2017/05/05,01032183,NTD,78.27
T0803Y 保德信金滿意,2017/05/05,92013967,NTD,36.73
T0804Y 保德信亞太,2017/05/05,92029139,NTD,19.2
T0806Y 保德信店頭,2017/05/05,97988636,NTD,31.11
T0807Y 保德信第一,2017/05/05,20097447,NTD,23.47
T0808Y 保德信科技島,2017/05/05,73990649,NTD,21.91
T0809Y 保德信大中華,2017/05/05,73998065A,NTD,22.99
T0810Y 保德信中小型,2017/05/05,83866508,NTD,39.72
T0812Y 保德信新世紀,2017/05/05,17602625,NTD,9.02
T0815Y 保德信台商全方位,2017/05/05,13528977,NTD,29.8
T0816B 保德信全球醫療 $,2017/05/05,14692638B,USD,9.31
T0816Y 保德信全球醫療生,2017/05/05,14692638A,NTD,30.33
T0817Y 保德信全球中小,2017/05/05,98755451A,NTD,26.17
T0826Y 保德信全球資源,2017/05/05,48938250,NTD,7.06
T0827Y 保德信全球基礎建,2017/05/05,48970455,NTD,11.52
T0828Y 保德信全球消費商,2017/05/05,10307155,NTD,17.21
T0830Y 保德信拉丁美洲,2017/05/05,25674811,NTD,6.69
T0832B 保德信中國品牌 $,2017/05/05,26290779B,USD,7.79
T0832C 保德信中國品牌 C,2017/05/05,26290779C,RMB,7.77
T0832Y 保德信中國品牌,2017/05/05,26290779A,NTD,8.48
T0836B 保德信中國中小 $,2017/05/05,38551094B,USD,9.47
T0836C 保德信中國中小 C,2017/05/05,38551094C,RMB,9.87
T0836Y 保德信中國中小,2017/05/05,38551094A,NTD,8.95
T0901Y 統一統信,2017/05/05,77537493,NTD,26.71
T0902Y 統一全天候A,2017/05/05,01031699A,NTD,82.6
T0903Y 統一黑馬,2017/05/05,92002244,NTD,45.76
T0904Y 統一龍馬,2017/05/05,92012762,NTD,55.11
T0906Y 統一中小,2017/05/05,97977878,NTD,21.41
T0909Y 統一經建,2017/05/05,81581724,NTD,35.53
T0910Y 統一奔騰,2017/05/05,73990253,NTD,45.55
T0911Y 統一大滿貫A,2017/05/05,17605622A,NTD,27.01
T0912Y 統一亞太,2017/05/05,18030553,NTD,23.25
T0921Y 統一強漢,2017/05/05,48863201A,NTD,19.47
T0922Y 統一台灣動力,2017/05/05,48934304,NTD,13.05
T0923Y 統一大龍印,2017/05/05,25637393,NTD,14.57
T0924Y 統一大中華中小,2017/05/05,26202889A,NTD,12.06
T0925Y 統一亞洲科技能源,2017/05/05,26318517,NTD,17.11
T0927Y 統一亞洲大金磚,2017/05/05,31841577,NTD,10.83
T0931Y 統一大龍騰中國,2017/05/05,38592911A,NTD,9.17
T0933A 統一全球新科技,2017/05/05,42386152A,NTD,11.72
T0933B 統一全球新科技 $,2017/05/05,42386152B,USD,12.5
T0933C 統一全球新科技 C,2017/05/05,42386152C,RMB,13.33
T1001Y 富邦FB A,2017/05/05,00974018A,NTD,10.09
T1004Y 富邦精準,2017/05/05,92002384,NTD,37.19
T1005Y 富邦長紅,2017/05/05,92010477,NTD,51.26
T1010Y 精銳FB,2017/05/05,20089755,NTD,9.18
T1011Y 富邦高成長,2017/05/05,81585475,NTD,18.93
T1012Y 科技FB,2017/05/05,83864683,NTD,19.13
T1017Y 富邦台灣心,2017/05/05,17148301,NTD,17.06
T1028Y 富邦大中華成長,2017/05/05,48908684A,NTD,5.45
T1101Y 摩根台灣,2017/05/05,00974039,NTD,10.48
T1102Y 摩根台灣增長,2017/05/05,01032162,NTD,46.64
T1104Y 摩根新興科技,2017/05/05,92012025,NTD,52.04
T1106Y 摩根亞洲,2017/05/05,92023780,NTD,45.97
T1108Y 摩根龍揚,2017/05/05,97999612,NTD,26.57
T1110Y 摩根大歐洲,2017/05/05,73980092,NTD,17.35
T1111Y 摩根中小,2017/05/05,73989501,NTD,23.27
T1119Y 摩根全球α,2017/05/05,29245757,NTD,16.71
T1125Y 摩根新興35,2017/05/05,48768614,NTD,11.74
T1127Y 摩根全球發,2017/05/05,48860963,NTD,11.62
T1129Y 摩根新絲路,2017/05/05,48974190,NTD,9.05
T1130Y 摩根東方內需機會,2017/05/05,10313109,NTD,14.59
T1131Y 摩根金龍收成,2017/05/05,10348445,NTD,17.78
T1134Y 摩根中國亮點,2017/05/05,25627402,NTD,10.47
T1135Y 摩根台灣金磚A,2017/05/05,25636367A,NTD,18.77
T1136Y 摩根新金磚五國,2017/05/05,25684986,NTD,10.03
T1142B 摩根中國 A股 USD,2017/05/05,31944996B,USD,9.05
T1142Y 摩根中國 A股,2017/05/05,31944996A,NTD,11.27
T1145A 摩根泛亞太入息 A,2017/05/05,38532914A,NTD,10.79
T1145B 摩根泛亞太入息 B,2017/05/05,38532914B,NTD,9.71
T1145C 摩根泛亞太入息B$,2017/05/05,38532914C,USD,9.67
T1145E 摩根泛亞太入息BC,2017/05/05,38532914D,RMB,10.17
T1155A 摩根環股收益A,2017/05/05,42381001A,NTD,10.26
T1155B 摩根環股收益B,2017/05/05,42381001B,NTD,9.88
T1155C 摩根環股收益B$,2017/05/05,42381001C,USD,10.65
T1155D 摩根環股收益BC,2017/05/05,42381001D,RMB,10.81
T1201Y 華南永昌永昌,2017/05/05,00973762,NTD,14.86
T1217Y 華南永昌全球精品,2017/05/05,48824897,NTD,13.14
T1222Y 華南永昌全球神農,2017/05/05,48963047,NTD,9.56
T1238A 華南永昌中國A股C,2017/05/05,38546656B,RMB,7.45
T1238B 華南永昌中國A股$,2017/05/05,38546656C,USD,7.12
T1238Y 華南永昌中國A 股,2017/05/05,38546656A,NTD,10.2
T1249Y 華南物聯網,2017/05/05,42298518,NTD,10.74
T1402Y 新光亞洲精選,2017/05/05,15743509A,NTD,20.47
T1403B 新光中國成長$,2017/05/05,25515841B,USD,9.68
T1403C 新光中國成長C,2017/05/05,25515841C,RMB,9.67
T1403Y 新光中國成長,2017/05/05,25515841A,NTD,9.29
T1405Y 新光創新科技,2017/05/05,81585242,NTD,14.62
T1406Y 新光國建,2017/05/05,81580149,NTD,24.55
T1407Y 新光店頭,2017/05/05,73998071,NTD,21.97
T1408Y 新光大三通,2017/05/05,13986924,NTD,18.23
T1411Y 新光台灣富貴,2017/05/05,00974241,NTD,21.51
T1419Y 新光兩岸優勢,2017/05/05,25683760,NTD,10.89
T1430B 新光全球生醫療 $,2017/05/05,38600433B,USD,11.42
T1430Y 新光全球生技醫療,2017/05/05,38600433A,NTD,10.9
T1502Y 瑞銀全球創新趨勢,2017/05/05,48955264,NTD,6.27
T1504A 瑞銀全球生技,2017/05/05,42380501A,NTD,10.8
T1504B 瑞銀全球生技 USD,2017/05/05,42380501B,USD,11.87
T1504C 瑞銀全球生技 CNY,2017/05/05,42380501C,RMB,12.61
T1601Y 群益奧斯卡,2017/05/05,48675778,NTD,22.41
T1603Y 群益葛萊美,2017/05/05,48749899,NTD,19.12
T1605B 群益新興金鑽 USD,2017/05/05,48852561B,USD,10.7528
T1605Y 群益新興金鑽,2017/05/05,48852561A,NTD,8.04
T1608Y 群益中小,2017/05/05,92028997,NTD,34.63
T1609Y 群益馬拉松A,2017/05/05,97984293A,NTD,95.64
T1610Y 群益東方盛世,2017/05/05,25602535,NTD,7.87
T1611B 群益華夏盛世$,2017/05/05,25629892B,USD,8.0335
T1611C 群益華夏盛世C,2017/05/05,25629892C,RMB,8.651
T1611Y 群益華夏盛世,2017/05/05,25629892A,NTD,12.96
T1612Y 群益店頭市場,2017/05/05,20081352,NTD,72.62
T1613Y 群益長安,2017/05/05,81591434,NTD,21.42
T1614Y 群益創新科技,2017/05/05,19339782,NTD,24.67
T1619Y 群益印巴雙星,2017/05/05,25675430A,NTD,10.93
T1620Y 群益亞太中小,2017/05/05,25691699,NTD,11.01
T1622B 群益東協成長 USD,2017/05/05,26285038C,USD,10.8172
T1622C 群益東協成長 CNY,2017/05/05,26285038B,RMB,12.3654
T1622Y 群益東協成長,2017/05/05,26285038A,NTD,10.47
T1623B 群益印度中小$,2017/05/05,26300586B,USD,12.7983
T1623C 群益印度中小C,2017/05/05,26300586C,RMB,14.4797
T1623Y 群益印度中小,2017/05/05,26300586A,NTD,14.48
T1625B 群益大中華雙力 $,2017/05/05,26385629B,USD,7.6604
T1625C 群益大中華雙力 C,2017/05/05,26385629C,RMB,10.2835
T1625Y 群益大中華雙力,2017/05/05,26385629A,NTD,7.76
T1649A 群益全球生技,2017/05/05,38486708A,NTD,12.65
T1649B 群益全球生技$,2017/05/05,38486708B,USD,13.1113
T1650A 群益美國新創,2017/05/05,38486685A,NTD,10.99
T1650B 群益美國新創$,2017/05/05,38486685B,USD,11.6346
T1651A 群益中國新機會,2017/05/05,38524463A,NTD,7.66
T1651B 群益中國新機會$,2017/05/05,38524463B,USD,8.2091
T1651C 群益中國新機會C,2017/05/05,38524463C,RMB,7.4402
T1652A 群益工業國A,2017/05/05,38531773A,NTD,10.44
T1652B 群益工業國B,2017/05/05,38531773B,NTD,9.28
T1652C 群益工業國A$,2017/05/05,38531773C,USD,11.3579
T1652D 群益工業國B$,2017/05/05,38531773D,USD,10.0724
T1652E 群益工業國AC,2017/05/05,38531773F,RMB,11.8178
T1652F 群益工業國BC,2017/05/05,38531773E,RMB,11.4092
T1657A 群益大印度基金,2017/05/05,42369604A,NTD,11.67
T1657B 群益大印度基金$,2017/05/05,42369604B,USD,12.5745
T1657C 群益大印度基金C,2017/05/05,42369604C,RMB,13.4161
T1701Y 德信大發,2017/05/05,97972846,NTD,28.3
T1706Y 德信數位時代,2017/05/05,18033138,NTD,27.61
T1712Y 德信中國精選成長,2017/05/05,25689835,NTD,9.99
T1713Y 德信台灣主流中小,2017/05/05,26288534,NTD,16.44
T1802Y 聯博大利,2017/05/05,97997635,NTD,34.25
T2003Y 日盛上選Aa,2017/05/05,81584975,NTD,23.29
T2004Y 日盛小而美,2017/05/05,73988876,NTD,17.68
T2005Y 日盛精選五虎,2017/05/05,17147078,NTD,30.65
T2006Y 日盛高科技,2017/05/05,17607591,NTD,12.85
T2007Y 日盛基金,2017/05/05,20084317,NTD,10.73
T2011Y 日盛新台商,2017/05/05,94991068,NTD,29.36
T2029Y 日盛亞洲機會基金,2017/05/05,48925706,NTD,6.23
T2030Y 日盛首選,2017/05/05,48948481,NTD,12.99
T2031Y 日盛全球抗暖化,2017/05/05,48968970,NTD,9.13
T2036Y 日盛MIT 主流,2017/05/05,26273336,NTD,13.52
T2037Y 日盛中國內需動力,2017/05/05,26323737,NTD,9.32
T2055A 日盛中國戰略A股,2017/05/05,42449987A,NTD,9.54
T2055B 日盛中國戰略A股C,2017/05/05,42449987B,RMB,9.49
T2055C 日盛中國戰略A股$,2017/05/05,42449987C,USD,9.52
T2101Y 柏瑞巨人,2017/05/05,20094820,NTD,11.44
T2107Y 柏瑞拉丁美洲,2017/05/05,48807089,NTD,8.87
T2109A 柏瑞亞太高股息 A,2017/05/05,48944099A,NTD,11.7
T2109B 柏瑞亞太高股息 B,2017/05/05,48944099B,NTD,7.98
T2109C 柏瑞亞太高股息AC,2017/05/05,48944099F,RMB,12.49
T2109D 柏瑞亞太高股息BC,2017/05/05,48944099C,RMB,9.21
T2109E 柏瑞亞太高股息N,2017/05/05,48944099D,NTD,10.53
T2109F 柏瑞亞太高股息NC,2017/05/05,48944099E,RMB,11.03
T2109L 柏瑞亞太高股息N$,2017/05/05,48944099K,USD,11.23
T2114Y 柏瑞五國金勢力建,2017/05/05,26259496,NTD,6.2
T2120A 柏瑞亞洲亮點股AC,2017/05/05,38547873B,RMB,10.83
T2120Y 柏瑞亞洲亮點股A,2017/05/05,38547873A,NTD,11.02
T2124A 柏瑞特股息收 A,2017/05/05,42468457A,NTD,10.02
T2124B 柏瑞特股息收 B,2017/05/05,42468457B,NTD,9.93
T2124C 柏瑞特股息收 N,2017/05/05,42468457C,NTD,10.01
T2124D 柏瑞特股息收N9,2017/05/05,42468457D,NTD,10
T2124E 柏瑞特股息收 AC,2017/05/05,42468457E,RMB,10.37
T2124F 柏瑞特股息收 BC,2017/05/05,42468457F,RMB,10.26
T2124G 柏瑞特股息收 NC,2017/05/05,42468457G,RMB,10.06
T2124H 柏瑞特股息收N9C,2017/05/05,42468457H,RMB,10.11
T2124J 柏瑞特股息收 A$,2017/05/05,42468457I,USD,10.27
T2124K 柏瑞特股息收 B$,2017/05/05,42468457J,USD,10.19
T2124L 柏瑞特股息收 N$,2017/05/05,42468457K,USD,10.06
T2124M 柏瑞特股息收N9$,2017/05/05,42468457L,USD,10.07
T2203Y 復華基金,2017/05/05,81587889,NTD,15.22
T2205Y FH高成,2017/05/05,73998086,NTD,48.72
T2208Y FH數位,2017/05/05,17608487,NTD,37.8
T2210Y FH中小,2017/05/05,18488279,NTD,46.9
T2216Y 復華全方位,2017/05/05,21759676,NTD,21.04
T2219Y 復華亞太成長,2017/05/05,48837540,NTD,11.65
T2252A 復華全球大趨勢 $,2017/05/05,10300441B,USD,10.79
T2252Y 復華全球大趨勢,2017/05/05,10300441A,NTD,16.59
T2260Y 復華華人世紀,2017/05/05,10374246,NTD,14.12
T2269Y 復華全球原物料,2017/05/05,25676249,NTD,7.93
T2271Y 復華大中華中小策,2017/05/05,26276235,NTD,8.23
T2278Y 復華東協世紀,2017/05/05,26334404,NTD,11.9
T2287A 復華美國新星 USD,2017/05/05,31980129B,USD,11.03
T2287Y 復華美國新星基金,2017/05/05,31980129A,NTD,10.97
T2292A 復華中新經濟A 股,2017/05/05,42303511A,NTD,6.34
T2292B 復華中新A 股 C,2017/05/05,42303511B,RMB,7.28
T2294A 復華全物聯科技,2017/05/05,42400078A,NTD,11.91
T2294B 復華全物聯科技 $,2017/05/05,42400078B,USD,12.67
T2501Y 永豐永豐Aa,2017/05/05,81594690,NTD,28.68
T2503Y 永豐高科技,2017/05/05,17152509,NTD,16.95
T2506Y 永豐中小Aa,2017/05/05,13998344,NTD,39.65
T2520Y 永豐領航科技,2017/05/05,73992013,NTD,27.62
T2527Y 永豐主流品牌,2017/05/05,48890039,NTD,14.69
T2531Y 永豐亞洲民生消費,2017/05/05,25599877,NTD,10.28
T2539A 永豐中國經建 CNY,2017/05/05,31812778B,RMB,3.72
T2539Y 永豐中國經建,2017/05/05,31812778A,NTD,16.25
T2618Y 中信台灣優勢基金,2017/05/05,48809501,NTD,14.34
T2620Y 中信台灣活力A,2017/05/05,48893417,NTD,11.69
T2627A 中信全球股票息 A,2017/05/05,38654726A,NTD,9.23
T2627B 中信全球股票息 B,2017/05/05,38654726B,NTD,8.88
T2701Y 宏利臺灣股息Aa,2017/05/05,73982057,NTD,23.57
T2703Y 宏利台灣動力Aa,2017/05/05,17144889,NTD,25.07
T2723A 宏利精選中華CH,2017/05/05,48916256B,RMB,2.16
T2723Y 宏利精選中華,2017/05/05,48916256A,NTD,9.87
T2726A 宏利亞太中小 CNY,2017/05/05,25677726B,RMB,3.97
T2726B 宏利亞太中小 USD,2017/05/05,25677726C,USD,0.6184
T2726Y 宏利亞太中小企業,2017/05/05,25677726A,NTD,18.01
T2776Y 宏利全球動力股票,2017/05/05,42450034A,NTD,10.24
T2903Y 國泰高科技,2017/05/05,18031960,NTD,10.85
T3101Y 貝萊德寶利基金,2017/05/05,19330712,NTD,20.52
T3114A 貝萊德亞數據A,2017/05/05,42367768A,NTD,10.58
T3114B 貝萊德亞數據B,2017/05/05,42367768B,NTD,9.83
T3114C 貝萊德亞數據BC,2017/05/05,42367768C,RMB,11.54
T3114D 貝萊德亞數據B$,2017/05/05,42367768D,USD,11.02
T3201Y 野村優質,2017/05/05,19330754A,NTD,32.31
T3203Y 野村成長,2017/05/05,17146752,NTD,27.42
T3205Y 野村e 科技,2017/05/05,18037937,NTD,16.61
T3207Y 野村中小,2017/05/05,18488469A,NTD,38.08
T3208Y 野村全球品牌,2017/05/05,14697373,NTD,22.29
T3209A 野村全球高股息 A,2017/05/05,94988015A,NTD,17.17
T3209B 野村全球高股息 B,2017/05/05,94988015B,NTD,12.23
T3209E 野村全球高股息AC,2017/05/05,94988015C,RMB,10.79
T3209F 野村全球高股息BC,2017/05/05,94988015D,RMB,10.44
T3213A 野村歐洲高股息 A,2017/05/05,99975165A,NTD,11.38
T3213B 野村歐洲高股息 B,2017/05/05,99975165B,NTD,8.26
T3217A 野村亞太高股息 A,2017/05/05,48745964A,NTD,11.68
T3217B 野村亞太高股息 B,2017/05/05,48745964B,NTD,8.71
T3217E 野村亞太高股息AC,2017/05/05,48745964C,RMB,10.79
T3217F 野村亞太高股息BC,2017/05/05,48745964D,RMB,10.76
T3218Y 野村台灣運籌,2017/05/05,00988316,NTD,31.51
T3219Y 野村鴻運,2017/05/05,00968493,NTD,19.9
T3220E 野村環球 CNY,2017/05/05,01021518B,RMB,12.47
T3220Y 野村環球,2017/05/05,01021518A,NTD,13.67
T3223Y 野村積極成長,2017/05/05,01031564,NTD,11.52
T3224Y 野村新馬,2017/05/05,92017008,NTD,14.5
T3227Y 野村泰國,2017/05/05,20089404,NTD,34.79
T3228Y 野村高科技,2017/05/05,17600534,NTD,8.54
T3236Y 野村台灣高股,2017/05/05,99973878,NTD,20.41
T3237Y 野村全球生技醫療,2017/05/05,48844514,NTD,16.15
T3244Y 野村全球氣候變遷,2017/05/05,48968900,NTD,7.63
T3246Y 野村大俄羅斯,2017/05/05,10306992,NTD,6.76
T3248Y 野村中國機會,2017/05/05,25530596,NTD,11.01
T3251Y 野村巴西,2017/05/05,25652008,NTD,5.57
T3254Y 野村印度潛力,2017/05/05,26278374,NTD,12.36
T3255Y 野村印尼潛力,2017/05/05,26278389,NTD,10.23
T3267A 野村歐洲中小成,2017/05/05,38620711A,NTD,10.21
T3267C 野村歐洲中小成 $,2017/05/05,38620711B,USD,10.76
T3267E 野村歐洲中小成 C,2017/05/05,38620711C,RMB,11.59
T3303Y 聯邦精選科技,2017/05/05,17597236,NTD,9.85
T3305Y 聯邦中國龍,2017/05/05,18496290,NTD,19.98
T3501Y 鋒裕匯理阿波羅Aa,2017/05/05,17597600,NTD,8.59
T3515Y 未來台灣新趨勢,2017/05/05,10341251,NTD,13.96
T3518Y 鋒裕匯理亞新富Aa,2017/05/05,26378535,NTD,16.35
T3521Y 未來資全球大消費,2017/05/05,31971888,NTD,12.3
T3601Y 安聯台灣大壩,2017/05/05,17604124,NTD,19.39
T3604Y 安聯台灣科技,2017/05/05,18480065,NTD,31.61
T3605B 安聯全球生技 USD,2017/05/05,14693593B,USD,9.11
T3605Y 安聯全球生技趨勢,2017/05/05,14693593A,NTD,33.62
T3608Y 安聯亞洲動態,2017/05/05,99337168,NTD,21.7
T3610Y 安聯全球新興,2017/05/05,99978472,NTD,15.56
T3615Y 安聯全球綠能,2017/05/05,48806595,NTD,8.55
T3617Y 安聯全球人口,2017/05/05,48937267,NTD,10.03
T3618Y 安聯全球農金,2017/05/05,48981946,NTD,9.09
T3619Y 安聯台灣智慧,2017/05/05,48997911,NTD,22.29
T3621Y 安聯中國策略,2017/05/05,25589337A,NTD,12.48
T3622Y 安聯全球油礦,2017/05/05,25627819,NTD,7.76
T3623Y 安聯中國東協,2017/05/05,25680150,NTD,13.78
T3631A 安聯中新思路,2017/05/05,42319470A,NTD,9.9
T3631B 安聯新思路 C,2017/05/05,42319470B,RMB,11.59
T3631C 安聯新思路 $,2017/05/05,42319470C,USD,10.78
T3701Y 國泰國泰A,2017/05/05,17612497A,NTD,20.59
T3703Y 國泰中小成長,2017/05/05,18043059A,NTD,39.73
T3706Y 國泰大中華,2017/05/05,19291128,NTD,19.4
T3707Y 國泰科技生化,2017/05/05,14705562,NTD,32.16
T3714Y 國泰小龍,2017/05/05,01031874A,NTD,14.3
T3720U 國泰全球基建 $,2017/05/05,48832881B,USD,0.4333
T3720Y 國泰全球基礎建設,2017/05/05,48832881A,NTD,12.29
T3723U 國泰全球環保 $,2017/05/05,48973191B,USD,0.2694
T3723Y 國泰全球環保趨勢,2017/05/05,48973191A,NTD,8.13
T3726U 國泰中港台 USD,2017/05/05,25621998B,USD,0.4402
T3726Y 國泰中港台,2017/05/05,25621998A,NTD,13.24
T3728Y 國泰新興市場,2017/05/05,26203542A,NTD,10.14
T3729Y 國泰全球資源,2017/05/05,26273455A,NTD,5.57
T3731C 國泰中國內需$I,2017/05/05,26317735C,USD,0.5765
T3731U 國泰中國內需 $,2017/05/05,26317735B,USD,0.5572
T3731Y 國泰中國內需增長,2017/05/05,26317735A,NTD,15.4
T3734U 國泰中新興戰略 $,2017/05/05,31821137B,USD,0.5692
T3734Y 國泰中國新興戰略,2017/05/05,31821137A,NTD,17.32
T3735Y 國泰價值卓越,2017/05/05,31837449,NTD,12.16
T3745A 國泰亞洲成長,2017/05/05,38600412A,NTD,9.58
T3745B 國泰亞洲成長 $,2017/05/05,38600412B,USD,0.3278
T3767A 國泰歐洲精選基金,2017/05/05,42305546A,NTD,10.51
T3767B 國泰歐洲精選 $,2017/05/05,42305546B,USD,0.366
T3771A 國泰全球高股息,2017/05/05,42401610A,NTD,10.1
T3771B 國泰全球高股息 $,2017/05/05,42401610B,USD,0.3344
T3771C 國泰全球高股息 C,2017/05/05,42401610C,RMB,2.3056
T3771D 國泰全球高股息 A,2017/05/05,42401610D,AUD,0.4527
T3803Y 富達台灣成長,2017/05/05,13984165,NTD,27.04
T4001Y 德銀遠東DWS 台灣,2017/05/05,18499732,NTD,16.74
T4003Y 德銀遠東DWS 科技,2017/05/05,14545897,NTD,14.31
T4006Y 德銀遠東DWS 全物,2017/05/05,99632577,NTD,17
T4011Y 德銀DWS 全球神農,2017/05/05,26263787,NTD,9.42
T4014A 德銀全球生技創新,2017/05/05,38529930A,NTD,10.9
